Duration (in seconds),RecordedDate,ResponseId,Q-prolific-mturk,q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use_1,Q-substance-use_2,Q-substance-use_3,Q-personal_1,Q-personal_2,Q-life-changes,Q-control,Q-altruism,Q-bonus-05,Q-bonus-20,Q-bonus-50,Q-data-value-05,Q-data-value-20,Q-data-value-50,Q-data-value-100,Q-data-value-any,Q-data-value-any_1_TEXT,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society,Q-attn-check,showdata,incentive,connect
369,11/28/2022 21:10:06,R_OQeQHVDhrK9ane1,Yes,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,LGBTQ+,Wisconsin,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes,"Yes,No,I don't know",false,altruism,
339,11/28/2022 21:18:57,R_2CwxK4zDVgcRjSZ,No,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Missouri,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes,Yes,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
122,11/28/2022 21:22:00,R_2dL049KyJSlVaMx,No,18 - 24 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),California,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,Consent to share,,,,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",false,control,
364,11/28/2022 21:25:52,R_1QbE8mmoK6aNH9T,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,Texas,1 (just me!),3,5 - 10 times per month,Yes,Yes,Yes,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",true,altruism,
334,11/28/2022 21:40:06,R_5jBIUuJMIveh2sV,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Vermont,2,2,5 - 10 times per month,No,Yes,No,Yes,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-05,
337,11/28/2022 21:43:23,R_2ZIHNY6kK2Ife6g,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Florida,2,4+,Less than 5 times per month,No,No,No,Yes,No,Lost a job ,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes,"Yes,No,I don't know",true,bonus-50,
342,11/28/2022 21:48:15,R_3hhzlzmPKPEX8AA,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,No,No,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,control,
1468,11/28/2022 21:48:17,R_3J8fmsKlTE846m6,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Texas,1 (just me!),2,Less than 5 times per month,No,Yes,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",false,bonus-50,
357,11/28/2022 21:52:12,R_2SdTIZ3yJDeoull,No,35 - 44 years,Yes,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),New Mexico,1 (just me!),3,Less than 5 times per month,Yes,No,No,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,Yes,No,Yes,"Yes,No,I don't know",false,bonus-05,
1141,11/28/2022 21:52:32,R_bKt9Z4amoZXnAaJ,Yes,55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),Florida,2,2,5 - 10 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,Yes,I don't know,Yes,"Yes,No,I don't know",false,altruism,
372,11/28/2022 21:55:41,R_tJzzlJf8xn5RqFz,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Illinois,2,2,Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,I don't know,No,Yes,No,Yes,"Yes,No,I don't know",true,control,
362,11/28/2022 21:57:52,R_1jUkyJVRdxgQkcJ,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),South Carolina,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",true,bonus-50,
456,11/28/2022 22:01:50,R_3dW9s3p839y097G,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Maine,1 (just me!),4+,5 - 10 times per month,No,I stopped in the recent past,Yes,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,control,
686,11/28/2022 22:02:57,R_6AqJMmFQ2N3H7G1,No,65 and older,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),California,2,2,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,altruism,
397,11/28/2022 22:06:44,R_2XcHeqtjXcsxznp,No,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Other,LGBTQ+,Pennsylvania,1 (just me!),3,Less than 5 times per month,No,Yes,Yes,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",true,bonus-50,
371,11/28/2022 22:07:21,R_1qe3ElQWB4EMboB,No,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,LGBTQ+,Texas,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,,Decline,,,,No,No,No,More than $1.00 (enter amount),50,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
484,11/28/2022 22:15:41,R_31gUuqxSkTAfMPg,No,25 - 34 years,Yes,Other,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Illinois,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",true,altruism,
419,11/28/2022 22:20:32,R_1MYdjbgZgAAC4Mx,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),California,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-50,
648,11/28/2022 22:21:17,R_3EhR0fMrUnhxkXq,No,35 - 44 years,No,Black or African American,High school diploma or GED,"$75,000 - $99,999",Female,heterosexual (straight),Indiana,1 (just me!),4+,Less than 5 times per month,Yes,Yes,Yes,No,No,Lost a job ,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
452,11/28/2022 22:37:13,R_27JXR7ydGbnvOv3,No,65 and older,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Oregon,2,2,Less than 5 times per month,No,No,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",true,bonus-05,
726,11/28/2022 23:23:06,R_eJOowyeZRgy7nTH,No,35 - 44 years,Yes,Asian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),California,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,,Consent to share,,,,,,,,,,No,No,I don't know,Yes,Yes,"Yes,No,I don't know",false,altruism,
851,11/28/2022 23:28:18,R_1dEORt9BZBN76Bt,No,55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),California,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-20,
485,11/28/2022 23:38:55,R_1EbOsVC9pLY3RmN,No,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Florida,1 (just me!),3,5 - 10 times per month,Yes,Yes,Yes,Yes,No,"Lost a job ,Became pregnant",,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,bonus-20,
343,11/28/2022 23:54:24,R_tR7F4DbwZExTCSZ,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Tennessee,1 (just me!),3,Less than 5 times per month,No,No,No,Yes,No,Lost a job ,,Consent to share,,,,,,,,,,Yes if I get part of the profit,I don't know,I don't know,No,Yes,"Yes,No,I don't know",true,altruism,
362,11/29/2022 0:01:39,R_1Qa8m0zuQtcKx67,No,18 - 24 years,No,"White or Caucasian,Black or African American",High school diploma or GED,"$150,000 or more",Female,heterosexual (straight),Pennsylvania,1 (just me!),4+,Less than 5 times per month,Yes,Yes,Yes,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes,Yes,No,No,Yes,"Yes,No,I don't know",false,bonus-50,
544,11/29/2022 0:06:25,R_24bGur3im5IAPdZ,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Kansas,3,3,5 - 10 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",true,control,
254,11/29/2022 0:11:16,R_1gOvSHnmB0FOZ67,No,18 - 24 years,Yes,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,LGBTQ+,Illinois,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,Lost a job ,Consent to share,,,,,,,,,,,Yes,Yes,Yes,No,Yes,"Yes,No,I don't know",true,control,
412,11/29/2022 0:11:50,R_2YeNK8zMAjz7WyR,No,45 - 54 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Tennessee,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,I don't know,No,No,"Yes,No,I don't know",false,altruism,
334,11/29/2022 0:18:29,R_24q37XKZhX00HgC,Yes,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,LGBTQ+,California,3,4+,5 - 10 times per month,No,Yes,Yes,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,I don't know,No,Yes,"Yes,No,I don't know",false,bonus-05,
223,11/29/2022 0:32:37,R_2dtpXL3ow92qYia,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,LGBTQ+,Massachusetts,4+,1 (just me!),5 - 10 times per month,No,I stopped in the recent past,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,I don't know,Yes,Yes,"Yes,No,I don't know",false,bonus-20,
188,11/29/2022 8:20:08,R_2zr4KMH1ZQNAU3v,No,18 - 24 years,No,Asian,High school diploma or GED,"$150,000 or more",Female,LGBTQ+,California,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,,Consent to share,,,,,,,,,,,No,No,Yes,I don't know,Yes,"Yes,No,I don't know",false,control,
225,11/29/2022 8:22:53,R_3GqD1hXu6eSqH31,No,35 - 44 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,Florida,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,"Divorce,Moved place of residence",,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",true,bonus-50,
413,11/29/2022 8:24:31,R_1IabI5u1FwYo00V,Yes,65 and older,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Ohio,2,2,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,Yes,I don't know,Yes,"Yes,No,I don't know",true,altruism,
237,11/29/2022 8:24:45,R_3fdWUgAWjxIhg6r,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),North Carolina,2,2,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
352,11/29/2022 8:27:11,R_1MRNmT3f0BsXjMk,Yes,18 - 24 years,No,Asian,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),Pennsylvania,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Decline,,,,,Yes,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,control,
345,11/29/2022 8:28:03,R_24qs5CRACVOE7vj,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,,,,Decline,,,,No,I would not consent to share my data for any amount.,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,bonus-50,
430,11/29/2022 8:28:14,R_cHesjuc4lBb9xcd,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Virginia,2,1 (just me!),Less than 5 times per month,No,No,No,No,No,Moved place of residence,,Consent to share,,,,,,,,,,No,No,Yes,I don't know,Yes,"Yes,No,I don't know",true,altruism,
612,11/29/2022 8:29:12,R_xbUPo9ruFFECdbP,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Florida,1 (just me!),3,5 - 10 times per month,No,No,Yes,Yes,No,,,,Decline,,,,No,No,No,I would not consent to share my data for any amount.,,No,Yes if consumers get part of the profit,No,No,I don't know,"Yes,No,I don't know",false,bonus-05,
1128,11/29/2022 8:35:23,R_ag6T2MYYTL2eE1j,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Tennessee,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
607,11/29/2022 8:37:09,R_2P6gheLR59JfOIS,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Other,heterosexual (straight),Indiana,1 (just me!),4+,Less than 5 times per month,No,I stopped in the recent past,I stopped in the recent past,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,I don't know,No,I don't know,"Yes,No,I don't know",false,bonus-05,
578,11/29/2022 8:38:18,R_1FwushWdNnxMnwa,No,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Washington,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,altruism,
829,11/29/2022 8:38:43,R_2XpoQZjmJ9BOKQR,No,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,LGBTQ+,Texas,2,4+,5 - 10 times per month,No,No,No,No,No,Lost a job ,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",true,altruism,
374,11/29/2022 8:39:31,R_1JEqdiW8D16hTkf,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Ohio,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Decline,,,,,No,No,No,No,More than $1.00 (enter amount),10.00,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes,"Yes,No,I don't know",false,control,
270,11/29/2022 8:39:41,R_u95uDSrx2MZD13H,No,35 - 44 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),Illinois,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,Became pregnant,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,I don't know,I don't know,Yes,"Yes,No,I don't know",true,bonus-05,
276,11/29/2022 8:41:53,R_3im9Cg30Oip8HJG,Yes,18 - 24 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,LGBTQ+,Michigan,1 (just me!),4+,Less than 5 times per month,No,Yes,Yes,No,No,Moved place of residence,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",false,altruism,
1286,11/29/2022 8:45:47,R_1P12IAJWGMZsnVd,Yes,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Florida,1 (just me!),2,Less than 5 times per month,Yes,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,Yes,I don't know,I don't know,"Yes,No,I don't know",false,bonus-50,
437,11/29/2022 8:46:54,R_2WVFToWQi393WIA,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,Michigan,1 (just me!),3,Less than 5 times per month,Yes,Yes,Yes,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,bonus-05,
193,11/29/2022 9:04:52,R_2Xiy4KUuKun1iKj,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Female,LGBTQ+,Georgia,2,2,5 - 10 times per month,No,No,Yes,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",true,bonus-50,
250,11/29/2022 9:06:00,R_085qq7w0pkhowox,No,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,LGBTQ+,Louisiana,2,4+,5 - 10 times per month,No,No,No,No,No,Became pregnant,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",false,control,
280,11/29/2022 9:07:16,R_Zl9dw9qtiaH47xn,No,18 - 24 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes,"Yes,No,I don't know",true,bonus-50,
244,11/29/2022 9:07:31,R_9WS203RWpPonQgF,Yes,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),Oregon,2,2,5 - 10 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,control,
409,11/29/2022 9:10:03,R_ZluO0WXbB2tgciB,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Pennsylvania,2,3,Less than 5 times per month,Yes,Yes,Yes,No,No,Lost a job ,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
452,11/29/2022 9:11:00,R_1OOHz5RhknrMb71,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,Yes,Yes,Yes,No,No,,,Consent to share,,,,,,,,,,No,No,Yes,No,Yes,"Yes,No,I don't know",false,altruism,
401,11/29/2022 9:14:42,R_21BvZI8iro8ec5e,No,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Iowa,2,3,Less than 5 times per month,No,No,Yes,No,No,,,,Decline,,,,No,No,No,More than $1.00 (enter amount),20.00,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
297,11/29/2022 9:18:42,R_2S33CMyMpIbJcBm,No,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Pennsylvania,1 (just me!),4+,5 - 10 times per month,No,No,Yes,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,bonus-50,
